Yazici_Modeli,Nozzle_Capi,Katman_Yuksekligi,Nozzle_Sicakligi,Yatak_Sicakligi,Ortam_Sicakligi,Baski_Hizi,Filament_Tipi,Doluluk_Orani,Doluluk_Deseni,Utuleme,Destek_Tipi,Hata_Detayi,Baski_Durumu
Guider 3,0.2,0.28,258,109,40,302.0,Recine_UV,36,Grid,0,Tree,Basarili,1
Anycubic Kobra 2 Pro,0.2,0.08,279,112,57,333.0,ABS,64,Cubic,0,Tree,Warping (Kasa Acik),0
Bambu Lab P1S,0.6,0.12,230,55,36,414.0,TPU,12,Grid,0,Yok,Basarili,1
Ender-3 V3 SE,0.4,0.2,240,85,50,282.0,PETG,42,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.6,0.2,236,98,56,381.0,PLA,97,Cubic,0,Normal,Basarili,1
HALOT-One Plus,0.4,0.2,202,77,30,381.0,Recine_UV,99,Lightning,0,Tree,Tikanma (Yetersiz Akis),0
K2 Pro,0.4,0.08,265,57,47,386.0,Recine_UV,23,Grid,0,Yok,Basarili,1
Original Prusa MK4,0.2,0.16,258,51,24,160.0,PLA,59,Cubic,0,Yok,Basarili,1
Ender-3 V3 SE,0.8,0.28,255,93,31,392.0,PETG,13,Grid,0,Yok,Basarili,1
Ender-3 V3 KE,0.4,0.16,248,86,22,212.0,ASA,56,Lightning,1,Normal,Warping (Kasa Acik),0
CR-10 Smart,0.8,0.28,257,40,57,142.0,ASA,32,Cubic,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.4,0.28,248,54,21,199.0,ASA,66,Gyroid,0,Tree,Warping (Kasa Acik),0
Mars 2 Pro,0.4,0.2,199,60,45,296.0,TPU,52,Gyroid,0,Yok,Hatali Malzeme (Reçine Cihazi),0
Original Prusa MK4,0.4,0.12,202,40,21,241.0,Recine_UV,43,Gyroid,0,Tree,Basarili,1
Creality K1C,0.4,0.2,191,106,31,84.0,PETG,57,Grid,1,Yok,Basarili,1
Bambu Lab A1 Combo,0.6,0.08,279,51,59,103.0,TPU,99,Lightning,1,Yok,Basarili,1
Bambu Lab X1 Carbon,0.8,0.28,204,67,21,235.0,TPU,67,Grid,0,Normal,Basarili,1
Bambu Lab P1S Combo,0.6,0.12,235,78,35,430.0,PETG,23,Grid,1,Tree,Basarili,1
Creality K1C,0.6,0.28,246,76,49,109.0,TPU,37,Gyroid,1,Yok,Basarili,1
Ender-3 V3 SE,0.4,0.28,199,99,55,220.0,Recine_UV,68,Lightning,0,Tree,Basarili,1
Ender-5 Pro,0.4,0.2,211,70,23,370.0,PETG,30,Cubic,0,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab X1 Carbon,0.8,0.12,278,97,30,286.0,ASA,49,Grid,0,Yok,Basarili,1
Creality K1 Max,0.2,0.12,268,50,43,368.0,ASA,5,Gyroid,1,Tree,Warping (Soguk Yatak),0
Bambu Lab A1 Mini Combo,0.6,0.28,266,68,37,197.0,TPU,79,Grid,0,Normal,Basarili,1
Bambu Lab A1 Combo,0.6,0.12,197,52,46,445.0,PLA,70,Grid,0,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab A1,0.4,0.12,210,90,56,225.0,PETG,39,Lightning,1,Tree,Basarili,1
Mars 2 Pro,0.8,0.2,274,93,21,270.0,ABS,81,Cubic,0,Tree,Hatali Malzeme (Reçine Cihazi),0
HALOT-Play,0.4,0.16,211,58,34,112.0,ABS,49,Grid,0,Yok,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab A1 Mini Combo,0.4,0.08,234,97,30,94.0,TPU,80,Grid,0,Tree,Basarili,1
Ender-3 V3 SE,0.2,0.16,229,75,46,282.0,PLA,37,Cubic,0,Normal,Basarili,1
Creality K1C,0.4,0.12,211,67,42,341.0,PETG,86,Lightning,0,Normal,Tikanma (Yetersiz Akis),0
Bambu Lab P1S Combo,0.4,0.28,219,107,54,392.0,ASA,73,Grid,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab P1S Combo,0.4,0.08,251,42,49,449.0,TPU,87,Lightning,0,Tree,Basarili,1
Form 3+,0.6,0.08,262,80,43,432.0,PETG,35,Lightning,1,Normal,Hatali Malzeme (Reçine Cihazi),0
Ender-3 V3 KE,0.8,0.28,234,74,38,254.0,PETG,95,Grid,0,Normal,Basarili,1
Bambu Lab A1 Combo,0.4,0.08,224,89,48,54.0,PETG,68,Cubic,0,Yok,Basarili,1
Original Prusa MK4,0.4,0.28,271,113,32,,PLA,19,Grid,0,Tree,Basarili,1
H2D Laser AMS Combo,0.8,0.08,231,69,42,183.0,PETG,50,Grid,1,Yok,Basarili,1
VEHO 600,0.2,0.16,194,111,31,64.0,PLA,52,Gyroid,1,Tree,Basarili,1
CR-200B,0.2,0.08,216,109,48,138.0,PLA,72,Cubic,0,Yok,Basarili,1
Creality K1C,0.4,0.2,259,93,25,218.0,Recine_UV,87,Gyroid,0,Tree,Basarili,1
Original Prusa MK4,0.4,0.28,251,110,42,372.0,PETG,89,Cubic,1,Yok,Basarili,1
i-Fast,0.4,0.08,221,90,50,213.0,Recine_UV,44,Grid,0,Normal,Basarili,1
Elegoo Neptune 4 Pro,0.8,0.28,197,67,40,302.0,ASA,5,Lightning,0,Normal,Tikanma (Yetersiz Akis),0
Bambu Lab A1,0.4,0.2,274,103,43,329.0,Recine_UV,24,Gyroid,0,Yok,Basarili,1
Creality K1C,0.4,0.08,207,60,27,97.0,Recine_UV,26,Gyroid,1,Yok,Basarili,1
Voron Switchwire,0.4,0.08,267,66,28,373.0,PETG,58,Gyroid,1,Tree,Basarili,1
V400,0.4,0.2,204,66,41,318.0,ASA,81,Gyroid,0,Tree,Tikanma (Yetersiz Akis),0
X5SA-400,0.4,0.2,215,89,23,446.0,TPU,69,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Voron 0,0.6,0.2,242,68,32,184.0,ABS,19,Lightning,1,Tree,Warping (Kasa Acik),0
Ender-3 V2,0.6,0.28,233,78,53,436.0,TPU,65,Lightning,0,Tree,Basarili,1
Creality K1C,0.4,0.2,221,96,22,161.0,PLA,83,Grid,0,Yok,Basarili,1
Mega Pro,0.8,0.28,217,76,56,66.0,TPU,18,Grid,0,Normal,Basarili,1
Creality K1C,0.6,0.16,228,103,47,105.0,ABS,73,Gyroid,0,Yok,Basarili,1
Creality K1C,0.6,0.08,221,87,45,140.0,ABS,53,Grid,1,Yok,Warping (Soguk Yatak),0
Photon Mono X,0.2,0.08,266,61,53,427.0,ASA,10,Grid,0,Tree,Hatali Malzeme (Reçine Cihazi),0
SL1,0.2,0.12,268,69,34,133.0,TPU,45,Cubic,0,Yok,Hatali Malzeme (Reçine Cihazi),0
Elegoo Neptune 4 Pro,0.4,0.16,207,67,27,106.0,PLA,35,Grid,0,Yok,Basarili,1
X1,0.4,0.2,259,62,54,289.0,Recine_UV,94,Grid,1,Tree,Basarili,1
SV07 Plus,0.4,0.2,200,43,43,181.0,Recine_UV,68,Grid,1,Tree,Basarili,1
Replicator+,0.4,0.16,221,42,56,306.0,PLA,93,Lightning,0,Yok,Tikanma (Yetersiz Akis),0
Creality K1 Max,0.6,0.2,209,100,23,79.0,ASA,55,Lightning,1,Yok,Basarili,1
Neptune 3 Max,0.6,0.12,229,43,31,254.0,Recine_UV,63,Grid,0,Normal,Basarili,1
Photon Mono M5s Pro,0.8,0.28,197,104,38,170.0,ASA,59,Gyroid,1,Tree,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab X1 Carbon,0.4,0.08,224,51,34,40.0,Recine_UV,53,Lightning,0,Tree,Basarili,1
Creality K1C,0.4,0.16,258,52,49,48.0,Recine_UV,44,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Combo,0.4,0.08,267,73,56,407.0,TPU,19,Cubic,0,Normal,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.28,210,98,31,368.0,ASA,74,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab P1S Combo,0.4,0.16,213,112,38,419.0,ABS,69,Grid,1,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab X1 Carbon,0.4,0.28,206,70,53,371.0,PLA,11,Gyroid,1,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab A1 Mini,0.4,0.2,207,110,26,424.0,Recine_UV,66,Cubic,0,Tree,Tikanma (Yetersiz Akis),0
Ender-3 V3 KE,0.6,0.2,201,52,47,183.0,ABS,58,Gyroid,0,Yok,Warping (Kasa Acik),0
Anycubic Kobra 2 Pro,0.4,0.2,205,93,47,389.0,PETG,56,Cubic,1,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab P1S,0.6,0.28,193,41,48,367.0,ABS,55,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab P1S,0.4,0.28,278,72,56,341.0,PLA,8,Grid,0,Normal,Basarili,1
Bambu Lab A1 Mini,0.4,0.28,223,89,39,177.0,PETG,5,Grid,1,Normal,Basarili,1
Bambu Lab P1S Combo,0.4,0.08,235,46,30,397.0,TPU,70,Cubic,0,Yok,Basarili,1
Ender-3 V2,0.4,0.28,264,57,58,336.0,PETG,39,Cubic,0,Yok,Basarili,1
Bambu Lab P1S,0.4,0.2,266,90,42,218.0,ASA,81,Lightning,0,Yok,Basarili,1
Bambu Lab P1S,0.4,0.12,220,47,39,317.0,PLA,85,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Elegoo Neptune 4 Pro,0.4,0.28,214,94,39,183.0,ASA,14,Lightning,1,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.4,0.12,263,82,30,378.0,ABS,71,Lightning,0,Normal,Warping (Kasa Acik),0
Original Prusa MK4,0.4,0.2,213,98,21,229.0,TPU,72,Grid,0,Tree,Basarili,1
Elegoo Neptune 4 Pro,0.8,0.28,254,69,32,370.0,PLA,93,Grid,0,Tree,Basarili,1
VEHO 1000,0.4,0.08,214,98,32,309.0,TPU,97,Lightning,0,Yok,Tikanma (Yetersiz Akis),0
Creality K1C,0.6,0.08,217,48,34,226.0,Recine_UV,69,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.4,0.12,225,107,50,193.0,PLA,55,Lightning,1,Tree,Basarili,1
Ender-3 V3 KE,0.8,0.08,271,78,42,211.0,ASA,34,Cubic,0,Yok,Warping (Kasa Acik),0
Voron 2,0.6,0.08,195,50,41,443.0,ABS,43,Grid,1,Yok,Tikanma (Yetersiz Akis),0
Mars 5,0.4,0.08,255,41,35,,PETG,14,Cubic,0,Yok,Hatali Malzeme (Reçine Cihazi),0
Dreamer NX,0.4,0.2,256,62,48,428.0,TPU,97,Lightning,0,Yok,Basarili,1
Elegoo Neptune 4 Pro,0.6,0.08,261,102,39,50.0,PLA,48,Cubic,1,Yok,Basarili,1
Bambu Lab P1S Combo,0.4,0.16,237,61,47,86.0,PLA,36,Lightning,0,Tree,Basarili,1
Voron 0.1,0.4,0.28,272,100,46,305.0,Recine_UV,48,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.2,0.08,259,65,48,356.0,TPU,67,Lightning,0,Tree,Basarili,1
Bambu Lab A1 Combo,0.6,0.08,267,51,24,150.0,PETG,65,Grid,0,Tree,Basarili,1
Bambu Lab A1 Mini Combo,0.6,0.08,256,71,57,340.0,ABS,69,Lightning,1,Tree,Warping (Kasa Acik),0
Mega S,0.4,0.16,237,48,57,342.0,PLA,45,Grid,0,Yok,Basarili,1
Bambu Lab A1 Combo,0.4,0.08,254,108,21,413.0,PLA,85,Lightning,1,Yok,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.08,233,110,39,436.0,TPU,16,Lightning,0,Yok,Basarili,1
X-Plus 3,0.4,0.28,252,72,32,318.0,TPU,6,Gyroid,0,Yok,Basarili,1
Ender-3 V3 SE,0.8,0.16,235,63,45,331.0,PLA,77,Gyroid,1,Tree,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.16,208,108,54,291.0,PLA,80,Gyroid,1,Yok,Basarili,1
Hornet,0.2,0.08,253,77,27,115.0,Recine_UV,64,Gyroid,1,Tree,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.16,272,50,47,214.0,PLA,29,Cubic,0,Normal,Basarili,1
Ender-3 V2,0.6,0.12,262,71,34,148.0,ASA,65,Grid,0,Tree,Warping (Kasa Acik),0
Replicator+,0.2,0.16,260,103,27,379.0,PLA,26,Grid,0,Normal,Basarili,1
Form 2,0.4,0.16,239,111,30,375.0,ABS,60,Gyroid,0,Normal,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab A1 Combo,0.4,0.16,252,59,48,53.0,ABS,25,Cubic,0,Tree,Warping (Kasa Acik),0
Elegoo Neptune 4 Pro,0.4,0.2,230,73,24,220.0,Recine_UV,59,Lightning,1,Yok,Basarili,1
Bambu Lab P1S,0.4,0.2,196,81,26,361.0,PETG,44,Lightning,1,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab A1 Mini Combo,0.4,0.2,198,47,37,311.0,TPU,55,Grid,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab A1,0.4,0.16,193,105,47,82.0,PETG,26,Grid,0,Yok,Basarili,1
Photon Mono X2,0.8,0.12,278,60,31,141.0,PLA,32,Cubic,1,Yok,Hatali Malzeme (Reçine Cihazi),0
Original Prusa MK4,0.6,0.16,238,109,31,,TPU,8,Lightning,0,Yok,Basarili,1
Ender-3 V3 KE,0.8,0.08,265,44,55,232.0,PLA,30,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.4,0.12,195,106,48,48.0,TPU,91,Lightning,0,Tree,Basarili,1
QQ-S Pro,0.8,0.2,271,82,30,188.0,Recine_UV,64,Gyroid,0,Yok,Basarili,1
Neptune 4 Max,0.4,0.28,210,55,25,377.0,ASA,27,Gyroid,0,Tree,Tikanma (Yetersiz Akis),0
Creality K1 Max,0.4,0.12,204,112,40,263.0,ASA,45,Cubic,0,Yok,Basarili,1
Ender-3 V3 SE,0.2,0.2,256,74,29,149.0,ASA,62,Grid,0,Tree,Warping (Kasa Acik),0
Ender-3 V2,0.2,0.12,255,82,51,,Recine_UV,12,Cubic,0,Yok,Basarili,1
Creality K1 Max,0.4,0.12,245,78,52,,PETG,55,Cubic,0,Normal,Basarili,1
Mega X,0.4,0.16,257,49,36,82.0,TPU,65,Lightning,0,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.4,0.08,221,113,22,105.0,PETG,5,Lightning,1,Yok,Basarili,1
Bambu Lab P1S,0.4,0.28,255,59,37,427.0,TPU,34,Lightning,0,Tree,Basarili,1
X-One2,0.4,0.2,218,40,29,,PLA,96,Lightning,0,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab A1 Mini,0.4,0.12,255,45,58,148.0,ASA,21,Grid,1,Yok,Warping (Kasa Acik),0
X2D,0.4,0.28,223,92,27,141.0,ASA,27,Grid,0,Tree,Warping (Kasa Acik),0
Bambu Lab P1S Combo,0.6,0.12,216,85,53,,TPU,28,Gyroid,0,Yok,Basarili,1
Ender-3 V2,0.6,0.08,249,105,56,125.0,PETG,90,Cubic,1,Yok,Basarili,1
Original Prusa MK4,0.4,0.28,228,77,52,123.0,PETG,73,Gyroid,0,Tree,Basarili,1
HALOT-Play,0.4,0.2,233,72,29,266.0,ABS,93,Lightning,1,Yok,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab X1 Carbon,0.4,0.12,271,106,59,299.0,ASA,56,Cubic,1,Yok,Basarili,1
Original Prusa MK4,0.6,0.08,225,74,37,419.0,ASA,75,Lightning,0,Yok,Warping (Kasa Acik),0
Anycubic Kobra 2 Pro,0.4,0.28,208,84,44,59.0,PETG,62,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.4,0.12,234,61,55,74.0,ASA,26,Grid,0,Yok,Warping (Kasa Acik),0
Original Prusa MK4,0.2,0.12,273,107,21,392.0,PETG,63,Lightning,0,Yok,Basarili,1
Voron Trident,0.4,0.2,210,56,38,282.0,ABS,48,Cubic,1,Tree,Warping (Kasa Acik),0
Ender-3 V3 KE,0.4,0.08,212,44,29,309.0,TPU,41,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Creality K1 Max,0.6,0.16,278,96,22,262.0,TPU,38,Lightning,0,Yok,Basarili,1
Voron 2.2,0.4,0.12,216,79,38,445.0,ABS,61,Grid,0,Tree,Tikanma (Yetersiz Akis),0
CR-10 S4,0.4,0.28,261,69,45,343.0,ASA,61,Grid,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.6,0.2,208,81,44,197.0,PLA,44,Grid,0,Yok,Basarili,1
Sermoon X1,0.6,0.2,230,46,36,324.0,ASA,24,Cubic,0,Tree,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.4,0.12,215,110,29,,PETG,21,Grid,1,Tree,Basarili,1
Bambu Lab A1 Mini,0.4,0.12,217,58,30,337.0,Recine_UV,56,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Mars 2 Pro,0.4,0.12,253,80,30,,PLA,8,Gyroid,0,Tree,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab P1S Combo,0.8,0.16,257,73,31,430.0,ABS,67,Grid,0,Tree,Basarili,1
Bambu Lab P1S Combo,0.4,0.12,269,61,59,,TPU,54,Lightning,0,Normal,Basarili,1
Ender-3 V2,0.8,0.08,240,91,27,294.0,TPU,86,Lightning,0,Normal,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.28,263,45,43,436.0,ASA,96,Lightning,0,Yok,Warping (Kasa Acik),0
Ender-3 V3 SE,0.4,0.12,237,113,33,181.0,TPU,54,Lightning,0,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.2,0.16,199,64,42,173.0,ASA,20,Gyroid,0,Normal,Warping (Kasa Acik),0
Foto 8.9,0.4,0.28,262,105,55,183.0,PETG,76,Gyroid,0,Tree,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab A1 Mini Combo,0.4,0.2,228,49,36,336.0,PETG,65,Grid,1,Normal,Basarili,1
Original Prusa MK4,0.4,0.12,208,113,24,407.0,ABS,48,Grid,0,Yok,Tikanma (Yetersiz Akis),0
Elegoo Neptune 4 Pro,0.4,0.28,253,65,22,380.0,Recine_UV,22,Lightning,1,Yok,Basarili,1
Bambu Lab A1 Mini,0.8,0.2,208,44,28,284.0,PETG,54,Lightning,0,Normal,Basarili,1
Original Prusa MK4,0.4,0.16,265,107,39,293.0,ASA,97,Lightning,1,Normal,Warping (Kasa Acik),0
Bambu Lab X1 Carbon,0.6,0.08,251,110,39,403.0,TPU,84,Cubic,0,Yok,Basarili,1
Original Prusa MK4,0.2,0.12,202,89,38,439.0,PETG,34,Grid,0,Normal,Tikanma (Yetersiz Akis),0
Ender-3 V3 SE,0.4,0.08,214,56,40,44.0,PETG,53,Lightning,1,Tree,Basarili,1
Ender-3 V2,0.4,0.16,278,50,35,447.0,ASA,98,Lightning,1,Yok,Warping (Kasa Acik),0
Ender-3 V3 SE,0.4,0.28,231,92,52,305.0,PETG,25,Lightning,1,Yok,Basarili,1
Bambu Lab P1S Combo,0.8,0.28,228,89,24,278.0,TPU,26,Gyroid,0,Yok,Basarili,1
X-One2,0.4,0.16,219,47,43,289.0,Recine_UV,51,Gyroid,0,Tree,Basarili,1
Bambu Lab A1 Mini Combo,0.2,0.16,194,101,34,330.0,TPU,29,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Kobra 2,0.4,0.12,270,68,45,70.0,Recine_UV,90,Cubic,0,Normal,Basarili,1
Bambu Lab A1 Combo,0.4,0.2,207,83,44,159.0,TPU,60,Cubic,1,Tree,Basarili,1
Ender-3 V2,0.4,0.08,210,84,47,118.0,TPU,68,Grid,0,Yok,Basarili,1
Anycubic Kobra 2 Pro,0.6,0.08,275,68,52,434.0,PLA,32,Lightning,0,Yok,Basarili,1
Ender-5 Pro,0.6,0.28,239,98,37,48.0,TPU,37,Grid,0,Normal,Basarili,1
Bambu Lab A1,0.4,0.28,195,54,37,,PLA,70,Grid,0,Normal,Basarili,1
Creality K1C,0.4,0.12,239,109,57,411.0,TPU,8,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Combo,0.4,0.16,269,83,52,261.0,TPU,84,Lightning,0,Yok,Basarili,1
X-Smart,0.4,0.08,255,75,46,183.0,ASA,16,Gyroid,0,Normal,Warping (Kasa Acik),0
Voron 1.8,0.4,0.12,190,96,34,159.0,Recine_UV,21,Gyroid,0,Tree,Basarili,1
Replicator 5th Gen,0.4,0.28,246,103,32,92.0,TPU,40,Lightning,0,Yok,Basarili,1
Mega Pro,0.4,0.28,219,77,53,104.0,PETG,20,Grid,0,Normal,Basarili,1
Ender-3 V3 SE,0.4,0.08,247,56,23,215.0,TPU,27,Grid,1,Tree,Basarili,1
Bambu Lab X1 Carbon,0.2,0.28,241,66,54,109.0,ABS,76,Gyroid,0,Yok,Warping (Soguk Yatak),0
Original Prusa MK4,0.4,0.28,226,56,38,341.0,ASA,13,Lightning,0,Normal,Warping (Kasa Acik),0
Bambu Lab A1,0.4,0.2,237,102,50,160.0,ASA,82,Grid,0,Normal,Warping (Kasa Acik),0
Mars 5 Ultra,0.4,0.16,276,50,44,416.0,TPU,59,Cubic,1,Yok,Hatali Malzeme (Reçine Cihazi),0
Creality K1C,0.6,0.28,190,103,59,242.0,ABS,77,Grid,0,Tree,Basarili,1
Bambu Lab X1 Carbon,0.2,0.2,208,78,31,328.0,Recine_UV,68,Lightning,1,Tree,Tikanma (Yetersiz Akis),0
Creality K1C,0.4,0.12,235,41,31,219.0,TPU,51,Lightning,0,Tree,Basarili,1
Bambu Lab P1S,0.4,0.28,256,105,44,120.0,PETG,94,Lightning,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.6,0.12,191,93,52,94.0,ASA,71,Gyroid,0,Tree,Warping (Kasa Acik),0
Original Prusa MK4,0.4,0.28,245,68,56,,ASA,14,Grid,0,Yok,Warping (Kasa Acik),0
Ender-3 V3 KE,0.4,0.08,206,84,47,137.0,Recine_UV,93,Cubic,0,Yok,Basarili,1
Original Prusa MK4,0.4,0.2,271,70,28,149.0,ABS,8,Gyroid,0,Yok,Warping (Kasa Acik),0
Bambu Lab P1S,0.6,0.2,268,88,33,192.0,PLA,34,Grid,0,Tree,Basarili,1
Chiron,0.8,0.08,211,48,22,445.0,Recine_UV,15,Lightning,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab A1 Mini,0.4,0.16,216,66,24,164.0,ABS,55,Grid,0,Tree,Basarili,1
Ender-3 V3 SE,0.6,0.2,244,95,45,130.0,PETG,23,Lightning,1,Yok,Basarili,1
Creality K1 Max,0.8,0.12,221,84,37,,ABS,17,Lightning,0,Tree,Tikanma (Yetersiz Akis),0
Ender-3 V3 SE,0.8,0.2,249,82,57,432.0,Recine_UV,61,Grid,0,Yok,Basarili,1
Creality K1 Max,0.4,0.16,272,61,40,76.0,PLA,7,Grid,0,Yok,Basarili,1
Jupiter,0.4,0.12,217,72,58,44.0,PETG,82,Cubic,0,Tree,Hatali Malzeme (Reçine Cihazi),0
Voron 0.2,0.4,0.12,217,66,35,377.0,PETG,78,Grid,1,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab A1,0.6,0.08,263,79,59,189.0,PLA,42,Grid,0,Yok,Basarili,1
Original Prusa Mini,0.4,0.28,273,65,42,405.0,TPU,31,Gyroid,0,Tree,Basarili,1
Creality K1C,0.4,0.08,214,84,48,435.0,ABS,92,Lightning,0,Tree,Tikanma (Yetersiz Akis),0
Original Prusa MK3,0.4,0.28,274,84,29,355.0,Recine_UV,84,Lightning,0,Yok,Basarili,1
X-One2,0.6,0.08,267,65,24,211.0,PETG,14,Cubic,1,Normal,Basarili,1
Bambu Lab A1 Mini Combo,0.6,0.28,275,109,30,445.0,Recine_UV,57,Gyroid,0,Normal,Basarili,1
HALOT-Mage,0.4,0.2,215,106,48,301.0,ABS,31,Cubic,1,Yok,Tikanma (Yetersiz Akis),0
Sidewinder X1,0.6,0.12,264,45,46,66.0,PLA,11,Grid,1,Yok,Basarili,1
Bambu Lab P1S,0.4,0.28,260,67,53,94.0,ASA,96,Cubic,1,Yok,Basarili,1
Ender-3 V3 KE,0.6,0.2,206,106,33,438.0,PLA,94,Lightning,0,Yok,Tikanma (Yetersiz Akis),0
Elegoo Neptune 4 Pro,0.4,0.16,271,52,29,359.0,ABS,86,Gyroid,0,Yok,Warping (Kasa Acik),0
Elegoo Neptune 4 Pro,0.4,0.08,196,102,30,288.0,PETG,17,Grid,0,Yok,Basarili,1
VEHO 1000,0.8,0.16,245,52,30,312.0,ABS,76,Gyroid,1,Yok,Warping (Kasa Acik),0
Ender-6,0.4,0.2,253,40,54,298.0,ASA,95,Gyroid,0,Yok,Warping (Kasa Acik),0
K2 Combo,0.6,0.16,209,79,38,305.0,PETG,64,Cubic,1,Yok,Tikanma (Yetersiz Akis),0
Ender-3 V2,0.4,0.16,227,76,43,230.0,ASA,18,Grid,1,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Combo,0.4,0.2,264,70,20,102.0,TPU,48,Gyroid,1,Tree,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.12,247,56,31,384.0,Recine_UV,74,Gyroid,0,Tree,Basarili,1
Bambu Lab A1 Combo,0.4,0.28,205,48,33,380.0,PLA,88,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab A1,0.4,0.08,240,103,22,143.0,TPU,32,Gyroid,0,Yok,Basarili,1
Bambu Lab A1,0.2,0.28,216,96,51,432.0,ABS,27,Lightning,0,Tree,Tikanma (Yetersiz Akis),0
T1 Pro,0.4,0.08,240,52,35,447.0,TPU,16,Lightning,1,Tree,Basarili,1
Bambu Lab A1 Combo,0.2,0.28,264,76,57,327.0,PLA,28,Grid,1,Yok,Basarili,1
Bambu Lab A1 Mini,0.8,0.16,205,53,29,298.0,PETG,55,Grid,0,Yok,Basarili,1
Bambu Lab P1S,0.8,0.12,276,114,36,,Recine_UV,26,Cubic,0,Yok,Basarili,1
Creality K1C,0.4,0.16,249,64,59,210.0,ASA,66,Gyroid,0,Normal,Basarili,1
Anycubic Kobra 2 Pro,0.6,0.12,265,96,23,,PETG,30,Cubic,0,Tree,Basarili,1
Bambu Lab A1 Mini,0.4,0.2,229,110,34,179.0,Recine_UV,90,Cubic,0,Tree,Basarili,1
Bambu Lab A1,0.4,0.08,256,81,52,,TPU,62,Lightning,0,Normal,Basarili,1
Method,0.6,0.08,191,81,58,142.0,ABS,75,Gyroid,1,Tree,Warping (Kasa Acik),0
Bambu Lab A1 Mini,0.8,0.2,237,86,29,265.0,TPU,19,Lightning,1,Yok,Basarili,1
Ender-3 V3 SE,0.4,0.28,241,83,26,392.0,PLA,98,Lightning,0,Normal,Basarili,1
Plus4,0.6,0.2,213,80,52,199.0,PLA,72,Grid,0,Yok,Basarili,1
Ender-3 V2,0.4,0.2,273,42,36,443.0,ABS,10,Cubic,0,Yok,Warping (Kasa Acik),0
H2D Laser Edition,0.8,0.12,271,40,31,234.0,Recine_UV,6,Lightning,1,Yok,Basarili,1
Bambu Lab A1,0.2,0.2,267,50,36,363.0,PETG,35,Grid,0,Normal,Basarili,1
Ender-3 V2,0.4,0.08,271,46,35,184.0,PLA,28,Grid,0,Tree,Basarili,1
Ender-3 V2,0.4,0.16,191,51,33,281.0,PLA,39,Gyroid,0,Normal,Basarili,1
Ender-3 V3 SE,0.4,0.12,254,77,22,442.0,ABS,51,Gyroid,0,Yok,Warping (Kasa Acik),0
Ender-3 V3 SE,0.4,0.12,209,93,49,171.0,PETG,35,Lightning,1,Yok,Basarili,1
Elegoo Neptune 4 Pro,0.8,0.28,223,106,54,132.0,TPU,93,Grid,1,Yok,Basarili,1
